Creator,Ponzi_Addresses_Count,Ponzi_Addresses,Non_Ponzi_Addresses_Count,Non_Ponzi_Addresses
0x02bf4d673cba0dcf2cb54d576070f4d6d696b522,0,,2,"0xd41f3b51e0c2d825a1178582d27c84dbfe48d1af, 0x76e580f75bf01bffbf4f44167d5822346de4f176"
0x0c26a6dbf6b285145ca4f64397a521f8b5e49a79,0,,10,"0x53fdf0c63b87f2db6e2c58ab05a8a3c39d7d8d49, 0xbeac5df5f1c56f949852c8589314036042c1d603, 0x8afe99cee656b11f514816db8b61ae9324a9f111, 0xf08bcfe0e509a293b73f8a41473435845c35eaa5, 0x25b7dbaf654718171892f39357af75e060b2db5b, 0x36b14bae0989f65f80892b99a55378d3e1a80c81, 0x49516fe7bdc54b29a7f95ff55fdd38d9228e55af, 0x908c41461cddefb9f7b4d90c03b66c1c52ab6093, 0x9e3f0fc2a9ea1ec8d9e51a7a34c20b777021b030, 0x91a57b2f6fa86b373bce5716eb26c81cbb004223"
0x96ee4cc8feb236d6fbdbf8821f4d2873564b9d8f,0,,2,"0xa689af64e3f86716374c3d11eaab0d47a75cb571, 0xdcf59ee4803931a376a0fb6244036e49ebc7dd61"
0xbf9d39bf93f9e38f1afc07d8dbcb28f567d3b8c5,0,,2,"0xabcdd0dbc5ba15804f5de963bd60491e48c3ef0b, 0x87b0de512502f3e86fd22654b72a640c8e0f59cc"
0x6023e44829921590b24f458c9ee4f544507d59b6,0,,3,"0x32234de40715073c70bf83415096e9e9265b6878, 0x0eb9aca069a0e9ed5b24d92273c1246294b14fc0, 0x60ba8afcbc08255813e97433d2d98312b2d09c97"
0xf47bb40952e921ba1cddf0f13399ef42cd525c4a,0,,2,"0x81f074bb3b158bf81799dcff159521a089e59a37, 0x87be146d2e2d2ae71a83895a3ad15c66546af5e2"
0x4485f44aa1f99b43bd6400586c1b2a02ec263ec0,0,,2,"0x4a78ace8fe213f4eb57f0de5911525fdb490feff, 0xc96eec418b50c538c3f3e32e71575da068a97401"
0x6d28515bf27529843f14dc75cc7ee95a4783e3a1,0,,14,"0xda16251b2977f86cb8d4c3318e9c6f92d7fc1a8f, 0x75a32cc1bfa5c32fe428dea7c40693d7004884da, 0x073d6621e9150bff9d1d450caad3c790b6f071f2, 0x7dd8d4c556d2005c5bafc3d5449a99fb46279e6b, 0x1a70fe4c8a7ba52fd4b14a207928df42cf9d7daa, 0xb961339f6f7f3b020255d9281fdd3bf2eb9b4d1e, 0x2a650356bd894370cc1d6aba71b36c0ad6b3dc18, 0x460f5bf9f5ccfc99243aa4145e4e40c6a6fd9624, 0x90fc38eb9592940e6d5bae221313d749ee26369b, 0xcced5b8288086be8c38e23567e684c3740be4d48, 0x8c1a31a6e954f989a06fcee1067d426d70891ce9, 0xdfc328c19c8de45ac0117f836646378c10e0cda3, 0x600e18779b6ac789b95a12c30b5863e842f4ae1d, 0x883bf1dcce2d40cc9ac821174829203ca713962b"
0xfb3f9b53b799273289558550a81197db73bbb4c9,0,,4,"0x9600f540bce7a35f0a6320ab75ca1923e507b599, 0x0e6c6e01f02bbeeed3c0166fca9c234b88605b43, 0x93c9cce56a35a5bba00501a8dcd6ea1392ff3dfd, 0x5088c2985210925d15ea470a160fc08b352818d0"
0x43f996926fbb1f4622c67259939462fac7735ee5,0,,12,"0xf9735dc96a98f68ac8fe6fccf1e7b9876ddb6b47, 0x498e950892260b0e9dfd5895d7501f340e92d263, 0x3eab9a2fa76f16cdc46e707ff928f7995886dee0, 0x2dc0170450e66af2d3f5c56aa0b20ec4a254902e, 0x77eec19c8ba79b1c7c79311ec810cbf88d924751, 0x125c0260feec92471d1a144f3cdce185a565f374, 0x90aa6fb2c2ab2c9e3fd5634c054d636c708cd5f3, 0x18429dedafbb65443edf60402294df5c01aee1da, 0x50ae8d7c70c33d1f40b36c75fe9f560646134dd5, 0x9220d625bd6bea95c865b3c4faf273bfbd6bc48a, 0x3a09769f27a6e4b01bc58b1273bcaa8159033ec5, 0x740e6b6f0a0165e8bb3d1cdf94862bdffbded22e"
0x02a65ca9eff934093dbea8bd8bd7dc4491832bf0,0,,2,"0x2e1cff135ca6bbc0012a01fa246a0a39aeb10d2d, 0xab7c49a95ba2f8c1ad95d18c8541cba650870618"
0x70d6f75468965add1133f9dcbf4550ceb7d5c7d7,0,,3,"0x9e611784170b297091de56eb50162548d9b54d87, 0xfac50f760d114de38bf0a6d44f31a9c22f778db3, 0xaf2b8e6114da000176c506f77b173251c16b511d"
0x2e73e5971326f0c04f3533fd9d82b4e70763dd03,0,,2,"0xcd3e727275bc2f511822dc9a26bd7b0bbf161784, 0x5c430fa24f782cf8156ca97208c42127b17b0494"
0x00e199840fe2a772282a770f9eab2ab3e6b0cbde,0,,2,"0x68662fae9167d1e3eb6fd0ed7c416826faa20b0c, 0x83b6ad8e37ab7a4f71da533a35271484270ec6c2"
0x82ab1649f370ccf9f2a5006130c4fca28db2587e,0,,2,"0x5bfa4582b0c48cb375b9e8322b57ac025965c148, 0x12e627125abcfa989de831572f198577780d7127"
0x28a44f49b940b3875f882d08487d16295fb8bc09,0,,2,"0xc7c5d612536d167627b217d08b9ff05da1db75f7, 0x6531f133e6deebe7f2dce5a0441aa7ef330b4e53"
0x48614c4263a04566df411f3ea3661aa42d6bfd06,0,,2,"0xa65d59708838581520511d98fb8b5d1f76a96cad, 0x93eeabbe86d19bda39ea2d1049baf2c0878ded23"
0xa9f801f160fe6a866dd3404599350abbcaa95274,0,,4,"0x40544a0087989d6864b09c8af74df453021acf41, 0xd58d65fbb5c23c632909193dc4076801ae4dc250, 0x4bb886b9d601d3690a08d46851843b04b0e254ec, 0xa4d9d0db195df608cf5c14f8d8bd7bee9bdda987"
0x73252d3fe496ba09ce65d3d6d5a68d4a9d545b90,0,,3,"0xf6e260fcab4661133b27d9f40bdfff9427a7a4b1, 0x5ccbba98869018d8f1f87402dc78fef763c85b89, 0x850bf94674547f38834505a4d7bda5e9dd81e616"
0x4bce8e9850254a86a1988e2da79e41bc6793640d,0,,4,"0x8af7243f9a173ad8ca6c8a3a053f0182c5352d15, 0x70a8629c1b9a50133c5325502232bd54447beee7, 0x661eb2bafdcd01a689b91c28580f8f07c3dc170d, 0xd65960facb8e4a2dfcb2c2212cb2e44a02e2a57e"
0xcce6da2086dd9348010a2813be49e58530852b46,0,,2,"0x74e5f1a34a651c052d86dbd25042d6f710187f0a, 0x7eb9f191f0280edea1178d2b9848f43ffd520193"
0x7f72cda90108342b14201f9aa9adb67ef461b315,0,,5,"0x72bf3030e276a96539143551bd8f91aff699bf7c, 0x80616f35df2ef0cb42280a629761e0350fafd679, 0x305239f0bb2d9d7eab58f5123ac5d04226aa9c26, 0x52ee48926c82f5bbfb7051eca499cfe2ef117ce6, 0xa1b43b46befb2387d2df46cde82c3d454ef33c66"
0xac384d6d9cec8cc749146d31c60c624cdf77d495,0,,3,"0x799f987acb75a571dd95f7fd152d30f50484b837, 0x6c5c0e2496d27f60c486faaaaa9bde58ea1dc386, 0x763465c2114e33886e1574e5994df1bb8cd5f160"
0x00803097dd279dc7476f6f2dd6eb845dd3226d16,0,,5,"0xf9dd354be4a35ba3f44f8b51564e9d5110b16357, 0x238e2854ded65f30c9c7765cf26cc882949323d7, 0xb834a20ffe2c3feb10bc2f4d0f43ff532395e117, 0x1c36318a0b2a36636a32f9a712f5a709b4016f77, 0xdcadd661d53c6def90e5ea3cec0a9feb7c0b08ce"
0x39f450d5b17120d73104ba731ba2ac696667d402,0,,2,"0xe7c8635bc387994069f7b7f25b89534c67727a01, 0x853f78306c15cf79d2e484558335fe2e8e1d1d69"
0x8472d6206f381ebf71a174b9de9e61b0e1962da4,0,,2,"0xda7fa6e0b04c76683f54c973931862d7fe474a85, 0x911143d946ba5d467bfc476491fdb235fef4d667"
0x4a00ff85e81f8fd37446f601e5f0088aca3d96e3,0,,3,"0xbdf12a64b482d292f6a45eb8db1809abcd1bb8d1, 0xb81d475eacaa40e5bd3f425ae405dc7e1faf2514, 0x6e3ed592e28006eb6db16a568a56e82437a32935"
0x1ec95f76159205ee56e2cde4918bcabe87448ed2,0,,4,"0xb1ff5064a2c04f42c3922e951c80ac3b86baeaaa, 0x194275eac002704c962ac8166deea023ea4fc433, 0xaef38fbfbf932d1aef3b808bc8fbd8cd8e1f8bc5, 0xcffff215c4c144c41827fb8959a1222e7d8a84a3"
0x6ce5309ab8098871fdd057aaf7704709edc700e9,0,,3,"0xd5c93b00516af744933016179195accd3ded981e, 0x989d5889c93abd6789ad8b4810060a255cb9a96a, 0x79f00f3a44cac3ba2a7f73d29a72b80d838ea594"
0xb306b1207e76d42fe6f1eae553c55d0f7074c92c,0,,3,"0x3616f0d3d088e488c291e82a1762a7591661e639, 0xefe7d276c5a71b21ccef49408dd2870c38089aa3, 0xa150cb42a7ea9a1862dfae982099ebfd4e2123df"
0x9b8b0cb721f75334f9ffc780b75d1b03b00bf02f,0,,2,"0xfbd017eac013c8713fc7b1d9fb6b4e4ed9d62832, 0x2d66e75ad68c4a4f24eafca690ee3b1e6e0ffea3"
0x7223efbf783eba259451a89e8e84c26611df8c4f,0,,6,"0xf4873530d48d3948c1d25fd6a58b0238751ca6ba, 0x6b922dd2243de553ce56857d70c9d7622c70aef6, 0x86ad220d9fee817847f03876986e6626f676b7cb, 0x97a8c6af1c65d27f6bb0da4a3ace902c93e24eab, 0xde769a44d090c056e7f08436bbd422d0e4d45317, 0x61f9d1ce56ac1623fed4e949d7d420251fef0896"
0x0004f120dde50e94416dde0d3610a723afa86927,0,,2,"0xf063c5e8033e425188f8764b11598fe10f991e5e, 0xe05cedd2838e4e1d99b539d8c768d6ef2a10f729"
0x212de331b2a8c21fcf091c8f3cd13e613bb0af95,0,,2,"0x739c71235a9669f6b900490ab1c95310c19abc71, 0xb734c74ff4087493373a27834074f80acbd32827"
0x69684d55794837132599bc2d7532b85e751b851f,0,,2,"0x7c52209718662dde9e18690e5ce435aa81502edd, 0x480a53482a6bb981c73473fdce1284dfe9bdf839"
0x38122af92aa2819cdb2be029f2fa325959b52ec8,0,,2,"0x2ce349291b8365f8d12c4cedf992969f680c726e, 0x897c6cf1996edfb2126703dcecf038df646298fa"
0x46b396728e61741d3abd6aa5bfc42610997c32c3,0,,4,"0xe64f9f5af35ee8dd53f0c503e55852e169de3b6b, 0x07536201e0c4c7751c9cfed79f1bf5dba4772c9e, 0xdd29e9818ddf08253486006ae0f82efb2f50db2e, 0x361adf7ac4dff1ef44a240050136ba3d2805ef1c"
0xeecaa2fd66d35e1379cf4693599ed586a3566201,0,,11,"0xdf748e0b0ae2dcbc23ae035d74fc39fb0d065b98, 0xe3854baf7c9a3c5244d380afa93c1c786a05ae16, 0x2414bd872e9289c085b83742a611175203d68466, 0xb6c0ddc7df76e37e1292a79f77cebf2ed65f5cb8, 0x6cfa91e0b2332741a554d12fc7319caff3575ba1, 0x80a92535c95d0e6cebece256df3c1b540c60dccb, 0x54ecaa340423c1e2c237a6d67b1ee79f8934a0c1, 0x04392398673e6247ba7b781029c4ab2aad9efc28, 0xadb829e5df978d92cc69455004fc1538070f3e9f, 0x201cf7e018716120003c8512b4899bf46808a492, 0x39355fed5ed00b153a56798daa45876124c11984"
0x3d1cf454aa8cc895a16c220c365ae8e150784dcd,0,,3,"0xaf522608bf9355345bb1fed33219ee4623b9b81f, 0x5980d3848e49d490afdb3f6b6d564104248ada4d, 0x5a2af9d2e16a08aaa25a96f307c689ae07ca1a63"
0xaa26189b33cfbaba9d8be650746f4e56efa87253,0,,7,"0x3f01890d6496fd00c0f9995325bf609cc28d8fd9, 0x6c0bd1b6a5b64b6ed4718b65723d4c47a3e09d8b, 0xd06fa8d5ec5a5e99f0b007a26b0485478ebbeb62, 0xc933fd8422d518d0df9e31ad859de661c3e9f636, 0x05aac45d288ca22b4a207fe35c6ca422546ae16e, 0xa152a8e307e6d33233e8d95a1e6d9edc5216ee00, 0x98086130278fe48f2f0330e330df6ed6c91ce4f7"
0x66e3357e3da211b0f27c1db7ff998f473b35242a,0,,3,"0x8c65898cceaa73209f579653fa5523b7b13972bd, 0xa039177733cc7d3d075190253d4103abe25d75db, 0x79ba6302bdb1c601a54b656e23a5bc3a2d5914b3"
0xde51a2071599a7c84a4b33d7d5fef644e0169513,0,,2,"0xfa1bcd27da169c69bfbeda681c2a8277b8e08171, 0xf180e0f0b8ae56f01427817c2627f1fc75202929"
0x00e8f497be13e8f53efdbf0df23b2ff74c2c1168,0,,2,"0xee57d52408be2fe49999fe09a16dc0a9e0545aeb, 0x59061b6f26bb4a9ce5828a19d35cfd5a4b80f056"
0xe22bbf9f9863f32d7e29329dd812b4cd1a31cc3c,0,,2,"0xd8a5b0d3cb3b00113a0cd96856926dc555d9e752, 0xf24f5ce1b6c60077ba50906ccc1674d0b38dede9"
0xff059f24730563457c5f2bc99df71209ff339b67,0,,7,"0x1d6671bad68e2ac15f72502f8a6c3bab42ccafd6, 0x4e7c5ae901c0d34a45ba83ba2ba2c2b9e5247625, 0x64c6000e088bfe297cb7c8a1fcaf01c440153cb9, 0xd2bc942e03dca509ab897896bd5e1ad6bdda97d7, 0x5ecf22fd1c54f4c01df5da427929c14a1090815f, 0x6d9aeea69207b186e67e24cc8ae05fe3ed1e0fbb, 0x74c2e243186fcb8c562a145c948fe9eeaf29f4c9"
0x9d6c6c65397ed49768e609c0050ba311e5f9919f,0,,17,"0xe8baf9df0ded92c5f28aab97f13936e7716a4a5b, 0xb589ef3af084cc5ec905d23112520ec168478582, 0x2ee3a8e1ed7082a19737f9bf8fa0e6e3da7e85a3, 0x385e2d42c36b933f220fd99d3ec5d5e6480ad626, 0x8373ec893a6364930bcc5f9abc30f2ac6a7bb314, 0x43bf02d311f807af775eb6ef78d48b84a13015c0, 0xc65994d41adc458de90567d3158338a36d97a8e9, 0x095ed2e7cb9686aa4fb415e96dc2f6673fb4dba3, 0xcff84054b8e0db57043376afdbfd2461a9965ce9, 0xc2921ea1c150405ef952f73952f37fa2746168d8, 0x3a632c65edc75b03045ed883d2f22f0488fd6a32, 0x3cd4351f3c962f871024efef2922ae39896e4761, 0xc03a31a17169452e477cde22db52c6d02a2d71c5, 0x807b9487aaf00629b674bd6d02e4917453bc5939, 0x997f5b682a14ff64d1b89b0d4f17b78d690e2743, 0xca53e73938b5a3c484331b50d9f67aa7c878ac76, 0x2d91269b2e65e4a5204ff0fb08adb0c460066ac8"
0xc62ed2d221b339a6d01e0bd7f91215c64d4ad0bc,0,,3,"0xb609e144464e105d717088ea183834bc477bed91, 0x7bf4ba18cdfbd4286dc7e93497bfa62b3d6ec739, 0x69644dad199c1973ae660ddbd86bfec1109c06a7"
0xc846b6f1c7e6a9320eb3bee7f67fddc0c48e603b,0,,2,"0xbd897c8885b40d014fb7941b3043b21adcc9ca1c, 0xa120fd6cec5733b544bc5276a815716f31951c35"
0x886ccaa3aca090f1123c769e6f8ed909f03c0976,0,,2,"0x5c508f6bdcde0c809a28fa58e61e280500da4677, 0x433d84a1c0b650eac4fc1fb570798cf655ce24c0"
0x57f24c0e2aaca9d54a4ab0a83d2ff8dc6473c6ca,0,,3,"0xbd26b72fb6cbe250178a0e37fab067781a051550, 0xa8855be2f7142f1485a958ca4135a7ee2752c732, 0xcf965cfe7c30323e9c9e41d4e398e2167506f764"
0x0099468e4a520307c892163eb89bea9cea66cbac,0,,3,"0x8e9dd6c58165ac8e2aa6e7da3d39743e60003c57, 0xedce883162179d4ed5eb9bb2e7dccf494d75b3a0, 0x23033dc17657845d6f79f1582feb01cc774e70b6"
0xdeaed7c261d703699ed110742ac7fe5399dabbee,0,,3,"0x92ef4e3ecd5ffd99cf6a310c26d5597df27ca89c, 0x215484d6c8b11a2063b7437bfaafccc8989b6bc9, 0xb73318bac9132d14118c8e9f51b1f85cb897a9fe"
0xe9d25ecf85c73ab9c75ae2f58f2adf515a94d0f6,0,,7,"0x8657845bf8736ac9eaaa0070f9cfedd49a4c4ac1, 0x64873079799dbc8bc0aa14e173037545941c8b5a, 0x9d7fe49ea59663abdd971c949e58b04a766d3667, 0xbfb3dbbfa6e5ebc69ac80773b82f38d2ac44dc7c, 0xdfebb8b365c0032d53606873427327c243499ba4, 0x7da09eebb6ee366b1b36a34623c9739fa790e02f, 0x61064912b20c0cc0af50384c0f17f148f4857f96"
0xd87064f2ca9bb2ec333d4a0b02011afdf39c4fb0,0,,2,"0x06ba669680584b8bf8be2df362cfcf10a7430085, 0x26f5ada7295f4557822b5ca8636381b6ac07206b"
0xff9f64abe5d9ea11e3f2617c0715d6e0f0be175d,0,,14,"0xbc9ccc8a46d424de38b2e4df5f4a5001321c5d4c, 0x7f37472ee88062acc82f14ccfe6e7bf5f469dd05, 0x47d822fcf7d242d4e6f22ab70b63fabab36922c4, 0xd1dd24d4bcba675ee2c2d7ed841a2d63ed9654a2, 0xe18c9465e6ed5cb3c58a316b990e0d17fb946eca, 0xdd8a7295d2ea1a9d492631b8e8e3d36ec83123db, 0x1422a103db05e3d3c3b003f57db5cb519469ab3b, 0xff1f9c77a0f1fd8f48cfeee58b714ca03420ddac, 0x7b79387dd30dc6848dd2308c825b6802e99abc84, 0xb56c725467c7eec851b1a4a4222d930932b04e89, 0x2ea7ae77369654e4afe84ef3733fccd8e159e1fe, 0xd87c91884f5796e7b0a7ee8cc5d40ad6c63f289d, 0x86ca189a5e189513b52c2018ca9e4918cffeb54b, 0xce5c603c78d047ef43032e96b5b785324f753a4f"
0xc07b45dbba809ca38e225dcb8f9b6298123ce1b5,0,,3,"0x7b65b5b95391d6b3d77031a889279376e27572d5, 0x5515c7c8420d203a30eea9cdbf166e84ab7900c7, 0x0b5dcd8cf2e32c2cebead397ea857d2e8547f297"
0xd58550a50161edf805a25431fc0bb850ff160bad,0,,19,"0xfd13d75f8d0c4fe4e9b20b769f006a21fc3004f1, 0x889c852d8ecb09608d39c5e3d15cbef8bada285b, 0xc19bbc42f9cfe9cb0606abfcd26b66a5ef6844cf, 0xc024acb9141d17c960f8e9c6aec9ee23a7a4939d, 0xfad74850752704983df2f2625d2bbfbd02e53b39, 0x30b7779345f5e60e2ed2fe5ffdea218f097c0a50, 0x90e7ee03b2f325e12b26b9860e5069d582fe557c, 0xb57d88c2f70150cb688da7b1d749f1b1b4d72f4c, 0x50856f36053758fff6678a51d14ed296e073729b, 0x7cb30153d1b4274c69afeffe4784ff4ad54d643d, 0x9b4d2591f2e63bbfba469e14e81fa36088b93244, 0x26e9e47b35c180c748ca0021bf26557205a1f026, 0xed656131a4801a5ede01fe35b39e3178e5b9046c, 0xa4b87749b143b13f58922135a99e2d6c48dd32c2, 0x726b4fa1ca1f6eb3df4e6cab54ec9726ff73ee00, 0x2ea41959c75bd4e8c8732f56dfa6c032a9d23cb0, 0x17ba01ca261a8daca30cd2b4b12c96e62cca359e, 0x8656368157676395a9c33491e2e2c62e43925fd4, 0xf9a5e0436c01cc15708449e480fa5f2d6a5b55ca"
0xbe4e25443df23382228e6347b06565edd838f901,0,,7,"0x0c9a023dc047bc3140ece933dd285c50379a9d4a, 0x01be2862387d46ef9a7c2145ee74961d62aa4154, 0xef37e3a452fd3041144c04d993aa0b498a106ac4, 0x851b7f3ab81bd8df354f0d7640efcd7288553419, 0x1d0dcc8d8bcafa8e8502beaeef6cbd49d3affcdc, 0x6810e776880c02933d47db1b9fc05908e5386b96, 0xa3c0ef6f2c8a42e2210bf352814c006286388c84"
0x0048329b78ed58aa506b286c436070357c46b309,0,,4,"0x9bc67b5fb7359db0596e7282748ea10f222459f3, 0xc8e3aa7718cf72f927b845d834be0b93c66b34e1, 0xbbda1f5899f828735af87e890afc6449fb90de13, 0x3388d5ce5388d72f5fb5858bd6de7a28ab1a08c5"
0xf2e6b44e0ffd524bd36cae1a58d9f6ee2edffb1e,5,"0x428472c5664d079eb4f035d872801241a4e8a4de, 0xf63600989abe81911c3b177e738d5b41c4d3198c, 0xd09180f956c97a165c23c7f932908600c2e3e0fb, 0xf89e29fd10716757d1d3d2997975c639c8750e92, 0x9b0033bccf2d913dd17c08a5844c9dd31dd34833",4,"0x5ae202fc4cfc0541e5ac479732847f8705d53d71, 0x801aa94f6b13ddf90447827eb905d7591b12ec79, 0xcab5fb317667978e5c428393ddf98a5dc4bc15dc, 0x73388dc2f89777cbdf53e5352f516cd703d070a6"
0x73f0ed546cd7893abc5e04284b68522602603dd4,0,,4,"0xfaf4a5fbf621b049215c19a73babd0b94fd9155f, 0x8f3d6447a647ecf3c185ecbb165d2e6c41fad547, 0xece701c76bd00d1c3f96410a0c69ea8dfcf5f34e, 0xd91e45416bfbbec6e2d1ae4ac83b788a21acf583"
0x75941b0424e473b1a76b10f798d33967a9045881,0,,3,"0x33251a344484da45170bca36d4b5f7e7fa2fd3e8, 0x44671765322ff2cd5b21223280bbcef9d092f430, 0xe23975b19a40353cd7046e334470552e7904a3d4"
0xafba8fb1e7886f1bf5e2e01116fff8fd994c707b,0,,2,"0xea404c8d5d29195fc68bb2318bde951c994d1bb8, 0x11b2582f5ae35bf2b0fd8bbe2b40abd9f7f35457"
0x007cafba4edd0e25a664530e3cac0ffadb101fd8,0,,2,"0x5e5398a721f484da3314f2dfd290857e812b9f4b, 0x690287d8bf6b6dac5ed0e76a496fac18ba24200b"
0xea74796cd4770e58e58771b2b7e0d773d9d32bd4,0,,2,"0x7ebb6079e6d6c7cf8f58cdbd233ac3edaf1d9a60, 0x8bada5bc5cbc107f01c9a11e93cf0641b2851b95"
0x9ed07b5db7dad3c9a0baa3e320e68ce779063249,0,,2,"0x607f4c5bb672230e8672085532f7e901544a7375, 0xec33fb8d7c781f6feaf2dd46d521d4f292320200"
0xc6916b4e64a5039463999407421d6041b928fc41,0,,6,"0xdd9734d041637868bbcdc963b0cea2db77dca3a7, 0x2262776164585b8de3a5f581caea9e1464b08653, 0x8a630b2d1e25f1ad066feaa090f5bdb63a1451cc, 0x49d2374241a0a4b407a71d359a753fc630c5d8d4, 0xaa54201cab79e4de3072ededd32ea68d8cfa2375, 0x1f4ee7184e1944aff86fb5ee95e247d1ea05c721"
0x44cab6f6dc7045fd4acd1d0f3d09fc7a83004bd3,0,,2,"0x8f3470a7388c05ee4e7af3d01d8c722b0ff52374, 0x599a4b8188676224d4c9b393b947e332b60b15e3"
0xb00ab6203ebaae6b1debc411eda8f95fd17e74c5,0,,6,"0x812ade7bc90c34e8b2ca92590e525305c85f2d03, 0x4994e81897a920c0fea235eb8cedeed3c6fff697, 0xdd716b424423bbc88362ce73ef976d37322eb744, 0xdba3c9f9a427d2bdb7e260353dce57a94cd8ddd8, 0x9bca936670fbf15165312faa3c2eec997e42f4a2, 0xb5c2ea13d2bf1968a10722dc45900c8da0f78212"
0xf5ec0ec4770802475dfa6381f1935d70b6217099,0,,6,"0x6b3da034ebad473acb93729a7152c672cc0dc6cd, 0x2926ba12e333ddb29257f52dde90fce89e2e1b7d, 0xd7ee73ee5a1456c1c644692685608b4b0338063d, 0x71fbecb11e291f824fd5dc9e760f56a5239e4702, 0x47f383f5acbacc18a3d9ff6f7af8b49bfed27c61, 0x1afdbfde88bd0189cb0479d309b3794e99e3d53f"
0xfdb33f8ac7ce72d7d4795dd8610e323b4c122fbb,0,,9,"0x6090a6e47849629b7245dfa1ca21d94cd15878ef, 0x218ce76c54c3b7c716969e206ee35461dd70b015, 0x1da022710df5002339274aadee8d58218e9d6ab5, 0x1bebbc372772817d5d11a06ee2a4eba33ab6ee65, 0x4b855725bb816b7e2b3e67bcffe0436b407675ae, 0x5fbb459c49bb06083c33109fa4f14810ec2cf358, 0x9062c0a6dbd6108336bcbe4593a3d1ce05512069, 0x5bd71097dacee261add8273132d2f9ab9b0ab945, 0x074d58c0a0903d4c7db9388205232602a0bf9bf0"
0x0db364e9f67be3166fe4dce5c1473d15345fe2bb,0,,4,"0x91faad742b9f829423491b286814cd609f121cd4, 0x8d6824d40022c11bc4b0cbfb3bafaf1a3847616c, 0x7dc4f41294697a7903c4027f6ac528c5d14cd7eb, 0x9653cfd0865ad8313bea2f0c2ec0584bfd05115b"
0xbb93222c54f72ae99b2539a44093f2ed62533ebe,0,,2,"0x82665764ea0b58157e1e5e9bab32f68c76ec0cdf, 0x68d44a267aa3c66242adf021d2d4658b6d60dd2c"
0xec814040bb6bf95c3fa41ca5afdb7cf56afca252,0,,2,"0x2ecf007a973252eb2b6e23faab6a474ca7fda679, 0x628b25d7faa0f64c0893334a5c973feb77b1f33b"
0xbe62b2978bc887f0600a3ffc78b043b549e41e33,0,,2,"0x24fe7672229b0a13a1a19b32cd7ba3db7c4b3e8d, 0xaef2dd253116e83325ea3dd392c46f1322b53659"
0xe73a1998ce936acebeb7899d790a7a69c541b695,0,,2,"0x2e8f82c00670915b300fc355f55529d3655eef6b, 0x8254eabce8e3d62574efa7f69846e6225d56022f"
0xe6b645a707005bb4086fa1e366fb82d59256f225,0,,14,"0x78c6b7f1f5259406be3bc73eca1eaa859471b9f3, 0x6022c6c5de7c4ab22b070c36c3d5763669777f68, 0xee3dfe33e53deb5256f31f63a59cffd14c94019d, 0xc81d7e536a613e902799af2c9955b73c94857afc, 0xd3fa03c67cfba062325cb6f4f4b5c1e642f1cffe, 0x2d3a6cf3172f967834b59709a12d8b415465bb4c, 0x9259b4e90c5980ad2cb16d685254c859f5eddde5, 0x70b0505c0653e0fed13d2f0924ad63cdf39edefe, 0x6d3b568225407f18f12742b488084cd9a69dafad, 0x28c424094a5452117078a4fc5cd09bf03ac40b95, 0x9a41c88972a5e65d7a61aa7cf07cde6898feffeb, 0x7cfe55c0084bac03170ddf5da070aa455ca1b97d, 0x8ae4bf2c33a8e667de34b54938b0ccd03eb8cc06, 0xcea47bf4c899265f7fb125705d51ffe4a2bbe555"
0x18b0df2d9480357492270769d7df1b640ee6648d,0,,2,"0xaaaf91d9b90df800df4f55c205fd6989c977e73a, 0x1c57a7ca56b6e044ecc1cf5b1e31fa1a0cf64aeb"
0xc1fa2c60ea649a477e40c0510744f2881c0486d9,0,,9,"0x2fd8019ce2aac3bf9db18d851a57efe1a6151bbf, 0xec94d178d97bac527fdcd4b3d4bf41b57d640c5b, 0x3b6b74df081bc0e2c4776b3ceb3d4bc61c20ad32, 0xa1877c74562821ff59ffc0bc999e6a2e164f4d87, 0x9bb7eb467eb11193966e726f3397d27136e79eb2, 0xf8eb1928b7b247e5ab607785afe869d7daf78a6f, 0xb5b8749355b89bcb04dd70001cea1b98a81ffe61, 0x41021442eab722c0a52c61738550faabfd0fca4e, 0xad43e8ba48a974e6dc5a385d87fc8cd1fe94a408"
0x00daa9a2d88bed5a29a6ca93e0b7d860cd1d403f,0,,5,"0x729d19f657bd0614b4985cf1d82531c67569197b, 0x8e696c2fbeec00828e33464ce75053636c149bd2, 0x82e727d640826cfbe0364d52481d79d6821fa39b, 0xf12a2e2a1a1d714d6c7db114806411596a09b10a, 0xd0e900c153225517739b0df07a00de2e76e263cb"
0x7f478213dd4a4df6016922aa47b860f0bdf50075,0,,4,"0xdcab5d235131b02ab93f7e9bf3daed22d464be8a, 0xf0498f54e449e18de67cc1239ee4007cc2cb9366, 0xf93599ba824af259d66742e563cb56310923fadd, 0xd39902f046b5885d70e9e66594b65f84d4d1c952"
0xf0f7052a1713b5c216bc240b9eed6ea67e2aa0bc,0,,6,"0x6122ec9afd332356460f40f215ee81d3e5fa3b96, 0x369587824c77812c8292029fc2860e56b586ced9, 0x1d921eed55a6a9ccaa9c79b1a4f7b25556e44365, 0x1dce4fa03639b7f0c38ee5bb6065045edcf9819a, 0xecaad8df0dee0b9ed45ffd1191b024701f21506c, 0x415d9873769ed692a79d0fcf1c53fc3ef2e6888c"
