Creator,Ponzi_Addresses_Count,Ponzi_Addresses,Non_Ponzi_Addresses_Count,Non_Ponzi_Addresses
0x0000003937c42d613c9eb87e233f7ce3bf99e261,0,,2,"0xe0fc5d52576e05dd7403782ba1d9a7fc82cf2825, 0xb4925b5a1e7c00752f686f988926478ae0516115"
0x3685c423d54e6ad85fb78bed40a79fd47f1e41f5,0,,3,"0xc3909eb09ccda9e9622fbfca8e6583bd1a5dfb4d, 0xfbd592011527e69d86961f6d70f9169195f17ca5, 0x40c505929f4ebeba65c84cc0f2ca6f48b05919c4"
0x00a17ee45c970da08b8205f254bf2f9327d1eb74,0,,2,"0x77b275827eb3cf1792852b128a6dbc7a699bbd91, 0x139d86285d043dc6d8adb3d161541ff62336805b"
0x831244b8cce737b9844fcb13ec04e2bccc5a6e4a,0,,4,"0x3076d20cef23cf934fc6f857eb97e2baa63fc9fb, 0xd1e7904e0e40654e4f78355acb85304504d27641, 0x7211f65a7876433635601b9480e57f812a3665d8, 0x97f599b5ab34dd6223a0a80c2794c04cddf59488"
0x46e63a3eff7100795553a5792e22801202d22832,0,,3,"0x403087fc37c9cd53475e77ce24071383c6ed02b6, 0xd339d0c337d61ca4e82b68b9a4b36a1add29e915, 0x61683dfbe07e98a4edbddc2f1f1a44a75fa74912"
0xcad0afb8ec657d0db9518b930855534f6433360f,0,,2,"0xcc107ff75835081dd7b31aa073f74f8d5bc7e9a5, 0xeb51df201213a067227115662ec3787b92956890"
0x94da43c587c515ad30ea86a208603a7586d2c25f,0,,4,"0x2ceac2f743d4b599b931e778481bc01819cffcd5, 0x2a3147b1033467b4ab448aa6429905a8e49917ab, 0x6bcc2993649dc9e4b5163db6aa41090edc4d941a, 0x7559d3b25f8ee3e11b73ea0827caf1b2d3d33021"
0x64631b5d259ead889e8b06d12c8b74742804e5f1,0,,2,"0x04c62019ab478bff5874e7b7d9bc84fcf7e30025, 0xc8fe4a2d14cb9027ef955d15e8bf811a6db0bf74"
0xcc5f26bf69b259b495a15427384e7f9668917d56,0,,2,"0x6904cfa3ebd1b845b1c3a6a141ebb18720a3f36d, 0x1908ec0d3e5ae7917a0999375c725b08f705dd7e"
0xd83a4537f917feff68088eab619dc6c529a55ad4,0,,2,"0x05e2555a234c5cc36d86406211fb2dd7fa6a5f63, 0x84c91efa4bfe61907edf6a7fc9e5515e55b1c703"
0x9a96caaf2c40c6b7718cbc690ab74d05e6fd4e14,0,,3,"0x767ba2915ec344015a7938e3eedfec2785195d05, 0x32ec2e6967687825123c5c0f30c18e2c47708df1, 0x233252d702744b1b75defb3fed5755cae15c07be"
0x4f6816a79b8ab27cc28703e262dc160596100066,0,,2,"0x9330c11cd9226e3ef97d2e99625d1f9096a68a5a, 0x101d2da95a784b2c5c3b2d33f942b8e3244332e1"
0x8c2add13e0fa59cf4f72a80b2dd36bc46ac80b63,0,,2,"0xb9131e894259d0d374bf189ca640ffc472a7d143, 0xf3eb09a1fd5a3e133a669074de1231d7a673744b"
0x2f558cb6608789bbf2ec3039a06fc09af4ab5864,0,,2,"0xed1eba8b87cd7e04e9389f65f7aeca750c85a010, 0x29e8c6541ce50cbd1b52f719926ae805f99535f9"
0xbbeb234e8b99ed2d3c5fbbe203d5fde2d973de61,0,,2,"0x97c1d7551ae6d404e5dd07b57ccf15498726acce, 0x76712f443a27a1397eb2bb118c572a26765c7b91"
0x81cede2b441dcdd15fe475af4b8411d22a6f5ed0,0,,2,"0x7dd0c46b6f4c4260c165659ad4475a3720c942d3, 0x1b9c123c28dcef6f91f55b38743d9958661f84aa"
0x150f83dcff1b2c7614a125461c644d0daa07399f,0,,3,"0xd1436f0a5e9b063733a67e5dc9abe45792a423fe, 0xe4e0234a6074a998fddbb5a28325a3725dae13c2, 0xb3b33f59174f2ef62167770e4c9cabaa3879eb5d"
0x0a1fb63607a5959e95d9d5d82f73cd4dbb184d1e,0,,2,"0x2a0dc33d1bfc8e210bca025a363c5168ef0453b2, 0xf01d0e76efcea913b3203484a0d82b3995202001"
0x473226d458e86edb2d69778c4d09fce6f939fc15,0,,2,"0xd36d90fa555db1e939cf835ad0eca8dd591b3e4d, 0xede8792712d075abf085b49ebb4d80a0d2ed888d"
0x833bb71719f46fc1d64ffabc19973094ff6f22b1,0,,2,"0x5f3469aa7298bc88723b53dbb11df291257ca5f1, 0x903a61bc9ff163138959f9f7b00f4b00ca0f3210"
0x182f5d918636888d11ab32b51a46cb47c8b0d2fa,0,,2,"0x6bea9fcbb37750cb16473691653d3bf81369cf6d, 0xf56669a5f6d40a3867fdc5befae6f50e02961365"
0x97f56d318cd072d53eecd2c38c68ae623cc4b1b2,0,,2,"0xe25c208bbef3ee313e841340e91db2d873f104cd, 0x9fe2903c4e08821f05e5347c71d7d20d7dd8c59c"
0x8f8ed472becb9b422da6b46a88c67b0448fc53f2,0,,2,"0xdf92c7d29b9782685c3a8c628fe22ec7f5e39878, 0xbe46b1e6bddc1e1fcf004c9ed6784c9e0cee1038"
0x951c21f958513a36c9f4c94c11cc0e6a78dfa9f0,0,,2,"0x9bc018c9e3e75afcb826320338927973839d0528, 0x1a6061e9bf511cfdc21e8a2f4b2bda8fa4ff8994"
0x652944e16422d02b7925ffc2b33dc25a8a2a66f8,0,,2,"0x1c42086ac06a976d0b347b86320b86fe7859f8af, 0x313ef35a7d18633038c8c5f0c8df1a662991d1f1"
0x1d70bd64e0b6fe5345faf61222bcb0cf32c15575,0,,2,"0x24ba6182d6f9c3bf5627c6acc52611e970e75283, 0x7f30b108768dae75bfe036c94b207dc53f12ca6f"
0xba52c75764d6f594735dc735be7f1830cdf58ddf,0,,3,"0x06012c8cf97bead5deae237070f9587f8e7a266d, 0xb1690c08e213a35ed9bab7b318de14420fb57d8c, 0xc7af99fe5513eb6710e6d5f44f9989da40f27f26"
0xc1d9f43d6b65d28c4d327501b23070c443759537,0,,4,"0x6bf196304c678cfcccb6df166c943e92b0fcaaf4, 0x1ca89aa77f416f1e1d22e22fb7d76c90f5b85eb2, 0xc81ad405d820a3771a5fa1c31399c364ce34dce0, 0x214bc591050cba145a22a5a45c2fabcd6b613fbc"
0x004e8e8da94265a6be5442a8da64eb061bc2312c,0,,3,"0x066eee2be6388f8c19983185906ed89724c7b4cd, 0xae90f7d519c0dfc29c6bc9990dcf78c4387a6ffb, 0x3219663cbd7a5b39a9f2be3f23d07e3ce0eb6d58"
0x3d645f309d1256f5482d3af3a8551a549b6d89a9,0,,2,"0x7efa60b81287f7e609495833a6ce5475c8441bb7, 0x2dcfaac11c9eebd8c6c42103fe9e2a6ad237af27"
0xb95ead7fda78ae6b66a93814589bef052eb68b90,0,,2,"0x9d279601d236eb89bc5cac7ac05110f8a7979095, 0x760fae3a4278b3b46c5bbf08c0d107ecc3981a6a"
0xc480e8759ee0691e90e4a4ce5391b7af7d22bba8,0,,2,"0xad111a1d34045df921259ff91f8096eec1afd7a9, 0x9b3912ab0ef08a772a097340400ba6a471e8de57"
0x35d629e4ef41e65e23da80039def24ce82c68c6d,0,,2,"0xa42c5aa9735eca0db714f02de9dc2a56e405dae7, 0x55c30ae7a9ad5861394e971327b6bf35d147119d"
0x55bea1a0335a8ea56572b8e66f17196290ca6467,0,,6,"0xf6881c8d07d7a4775eef414dcc58242258587498, 0x8851db785ed637ab8f6fcdcc396cedeae2a204e0, 0xc1e7c74a13608bcbb13479b59b81991cfed96632, 0x3b7ff5809e40bf2388dcb4f269fc139707379888, 0x870f9df5c15927ce20d02246829c6f2a34b3f3fb, 0x262f4bb83b7a1a611d2abea14c9d336320b538c7"
0x3755530e18033e3ede5e6b771f1f583bf86efd10,0,,2,"0x84f7f794867642a47ce577fe0d9745da6ac37c44, 0x87bc61a21e8a4435051873f9f5ad653174ca00d5"
0xafc87f77adef9071f9117ea04dae5a21af0d99ba,0,,3,"0x5ab80540efb902cd7a0daedd044779c5af3c3c81, 0x103d0f815f47211835b60a0a72aa4164fce88c7f, 0x5d11337d66c909c302491ecac47594bcba441491"
0x222316e1ade8c200c14dec921bc48f07713c0d94,0,,2,"0x8c628caaff01b61140f5576292bf57154e119b0b, 0xfc0d55363651bcb0da1c8c6ec2bc68a5c1a2bcd3"
0xa2e73c800ae76d506d46e002cb14d1d4a08d3199,0,,2,"0xb42b1bdc82e1c6a79a1e3d6d7e964763e742922e, 0x958a8f594101d2c0485a52319f29b2647f2ebc06"
0xcb1732e0f7fda99499a7812f85a5b015816c03d7,0,,4,"0xaf65f7d97b141d230829842b3c89c671f90e88b7, 0x78f7ef08b4583f9866d8a98a9f2d9b64d9c02380, 0x354bf2c763e09006cbc5fd8e2420e78a0684dbce, 0x61619829e37eec26d94a514c4ab88897aa0c1e7e"
0x0cccb9baadd61f9e0ab25bd782765013817821bd,0,,2,"0x59af705ae5c1a41cf7b50fd374de359eb2c7cf5c, 0x3163c3f1d8dff4b463c21b990a6ab725a329eb75"
0x1af572230402264eade3723c33cc60ecc0c88bd0,0,,2,"0xc8e12d15592d7366cf8d9aa8fb0202faf5c00ab2, 0xc1d55f2a28527f779c15340866a15bcf33623bac"
0xd72eb4a63b1f83bba02cf3309dcb257ab2302f1d,0,,3,"0x2495bd6d0ac7704c55f5eed01ae2591a5b53906c, 0x615ea80bc073dca935fb634ef40cf8b0166bd94a, 0x00416b9d728069edb0ceb04bc2b203fa7336d1f1"
0x82d4baf76facd709c6d794177b371a8161365435,0,,2,"0xe752483412490481d193194d293db5cd0ed054a8, 0xe55624d839e48878e7bcb141cb188fdb2694bffa"
0x7ca95e89e56bfe4d2b727e0276916719001d5a73,0,,2,"0x388a037ab169b128e70cf67e1228ecd03f0400f2, 0x1debc6427df10a3193553382ec3cab99f9d702f3"
0xa532814f0608147344eba309a89e3e01223142ed,0,,2,"0x930ba3ca7ed61e59f9c1833dcff1866257150443, 0x0d42798bad81d4a2200f654a7f6b585066bb3fdd"
0x266085436a4d9cb25603a3b1ab72338f313d7377,0,,2,"0x2c6c596cfd4c2c3b039db90fd3c8acb564e13251, 0x47c7a69677e3ded71fd13b94766d15daa4b825dd"
0x2d23b6c99d9f932a432c1d3ff1550420fae6e465,0,,2,"0xf121ce76c6470fa3b0a5d4240f55eff10c8b221e, 0x119b721777598f3ee7a7e63baba09cc2a0b0b0b5"
0xb98091aca11039eecc087e0b4687b7294d66c68d,0,,2,"0x16ac88dd8b5be520d6a14f4c0963d8249161ab98, 0x552ed8253f341fb770e8badff5a0e0ee2fd57b43"
0x01fbb42b56f38782d8db4ba8abba44eeaa472f81,0,,2,"0x48ca21691aba904a97a2f6807d5433b9b7ae3197, 0x86b14014d74981ebe02af2981f0fc9d0ba73c2a2"
0xf576bd9f08a3340c91bdef3f844da3dfb318bea3,0,,2,"0xaba4fa934ef1c33fab46e88827acd9cc0bd8f9ec, 0x1a86b24ca84aa7049a974bb6db83f0bd80c60713"
0x5777c72fb022ddf1185d3e2c7bb858862c134080,0,,2,"0xa1477980b4fbbe5a1eca65e2aee84bec79c133f9, 0xefc9ba892c557ff541947116040cbb669b5c0a35"
0x574c4db1e399859753a09d65b6c5586429663701,0,,4,"0xa63ad6707fed5eecdfec1abda5f412fc39c1139f, 0x4379fb29afb6ed5afe460524884da11107fe75d3, 0xf94b57e795d17361bcebc8fb574a4cecbce6a940, 0xe676922f11a93c9dc2b756dc2f0a724e322d966d"
0x961863188d6c78a63bd9bbed70c58cafadad7c18,1,0x13cb4f608d697d104ca9be1826f838d07fb3a39c,9,"0xa8517a3f019263dabcfb013b4f7f59079630fafc, 0xa7b311b636322b11eea274b81928f1fac5b05e21, 0x2ccd9e367bf47fbf862338e3c8cf09832d22060c, 0xa45d88c06a8643fb53f9c9923162403852bf3592, 0xb965a5f98b69cf4c421cf587942dee10c3734f74, 0xb07d4f1b0645c1d86c3e51941d898845731be941, 0x9546d1fa253c56f87a99aaaafd290e56424dcc5b, 0x0b037f989ae55f747b5134bdf708973460ae4661, 0xe8433116974b18a50636f030f6635e3870220d5c"
0x2e20aff9565dec371c97afcd3c2d98f61a236d7d,0,,2,"0x9bbee408f93d3c3b1b7d73feffef250d54adf12a, 0x6dd5b09acda78b05d0356483fe05eb0768352945"
0x0df09bc91943d0b2fec08a8c8d2065d5c3c577e0,0,,2,"0x2f57384ea701c9d84d6ba0b6d00eecb4ae9fb0f5, 0x601ebfbbac3c7d2e80c41532891e903d3c1ed6b9"
0xe05416ead6d997c8bc88a7ae55ec695c06693c58,0,,2,"0x7457409c47beb2440feb0ee9e7e1b6b0d16b7fe4, 0xa63c7c107dd5a74fd81a711cbe4b20007bc73a6a"
0x40b353a667bbd23336e2618bfebc108dd3a20bfc,0,,3,"0x5781b54d7c663d69e0df47c9066f88f4995ce4ba, 0x83b2fdc4b90706fbee7f4aaafb56356b6dbf25bd, 0x9624ad78b1c192bbd2bba9f83c7f064838c02f67"
0x210323fcf2f0c1f0fb677eda5490f8159c20edcc,0,,2,"0xe2218ff7c0cf2549ebf9f88c92bd75354c242004, 0x6beb418fc6e1958204ac8baddcf109b8e9694966"
0xa573bcd8ebfe10db126d460f9405b570ab5ac9de,0,,2,"0x3be69852d5cd9c0323c96248846472f9c55d86d3, 0x5d26239257e6433889f00bb46294c552b4d75ec9"
0x622e244c870830438d6609b11a214335f8c0d95d,0,,3,"0x47078e95d238108b5ee30d4806025b5aab6dac83, 0x08776f41d8507ae16327a2edb86069c74e3453d2, 0x6695ff9ef4a5482b89b53b57462f7030ce58ce6a"
0xe796ad819e32846a7f2b28288a23f682eb4da9b4,0,,3,"0x594dd662b580ca58b1186af45551f34312e91e88, 0xc2c7c5f64c2e3042852fb6cbc3caf9ea1afc018b, 0x14aabc5ade82240330e5be05d8ef350661aebb8a"
0xc7df7e7f0a09b2a9a9e2ec043a0845a0dd395fb5,0,,3,"0x457ca82795ae2e64337fea3196b237f54f3d9d17, 0xf5c4f7f62e2fd249d001e8e51d4e5b308832f924, 0x593da2b65eb62bb1e1b5f1e3bbdfb0395060e1a8"
0x3111a5b9d2bd1483c7967d7a304958fe5e4cc0ed,0,,2,"0x78fb2c7276011d392226a9e75298424424294d0a, 0x313f29ea49a9e6ca3b3e254335d4ec32ef5045f8"
0x4af2a9987c96596f7857b01d06e395e3a9ba7437,0,,2,"0xcbe98a2b1f756bebe53d41eb3b94e566a0777ede, 0x269b4c23ddab676e2869ae72cd6ae4f24bdfea45"
0x37eb84e50ec8fa5cafd6e2c8b811f3ba8a235e79,0,,2,"0xd5107e77d5f3b0035d152413c89851cbeafa9a60, 0x14d333e3545943b92cad6af53f9737966bd3488a"
0x3538b1a62f11d1fa03b0482dbf18d78cf9e79f47,0,,2,"0x89e317b5a84368550358f9772698854738edd149, 0x12b306fa98f4cbb8d4457fdff3a0a0a56f07ccdf"
0x8e605fcfc4b7b7ad95a3e88158c9549f3a65d600,0,,2,"0xa4ddd3977920796bfb14ca8d0fb97491fa72a11d, 0x29afa3443f752eb29d814d9042fd88a4a2dc0f1e"
0xacf15669e91c7d5b110ca93ccf2e8235a082a796,0,,2,"0x98d454cd76f9d9e5c51ae90f7748618967b76392, 0xd234ddf335917c7a170ad13b748f52ae5791e064"
0x263e13a485ae463ad6679dac6e1d359a05423cd8,0,,17,"0x8522d00c368a0810c7684da6714f1a66d0f9d5b8, 0x68e2635cff33d08f46e30d182a31f31962ab7b05, 0xbbd907e9f19c1608c106f85ed7203649981310fd, 0x92b7b3a88ea73f2339141034cbf971bcbcc54ee4, 0x9c0d525e8656098b96e7787aa7e9cdb33c2d892b, 0xad5864c5be51008935071359e1674ca13bf0860b, 0xa8a6a0698b6120de28777b45b2c9b4dbe094040f, 0x23c029678103764f3aa8e31a3d2dac87583b3807, 0x95566f0a27487001ad236697aeec0ae778a0c40c, 0x480ede3b46f246ba11cf0d232f78771a0267be98, 0x1b60fbf8cc8fe4d03da53f311387394baab8ada2, 0xdfb4524b1c1fe01075fab0bb4e16db991d58a3bd, 0xbedb3a6957a892c6fe6419d80691647380717e1b, 0x03cd64b726e16ae5bbf1bf2f5569928da947af21, 0x8d8bb69675ea0032563a4516edc6e89ea533c752, 0xb2dac327a95bbdbc51e31db782afd20d6373c30b, 0xf7f6177494b68cd9a777316cfc878f83a80ecfb4"
0x49227a883e86da336dbc2560d4cea2ef6bf63213,0,,12,"0x399f7c9aa6d2c9ecf7d1c40c808d15c1f8d6d390, 0xcfc2241f9c699e132b445dcb85998fb982e23b31, 0x07d8302a5115653408f97d2f59c65be88ec1a352, 0x42d980fa6dd9e14d6a1601a5fbf535ddc0c9832a, 0x7f288ff5a8055f5f6103a80dd806cf8415e035c7, 0xfb3ddcabbdc9545b271c999cd13a1390ff75d28c, 0xa5ffd8222decbb620b882bd81fd1fd84836bab34, 0x449335a73eaa9456a47494cfbf2b27588febf3ae, 0xe3b7176a221919a2331c4b529b4d39fce04cfb75, 0xdbfe08e66c83e818e9411167e5bb99e496004f1e, 0x5f20ccf0923995581d52f9bcc4fc065c1aded6ee, 0xc01e504a13be6dfaf3c3624cd847895047d087d6"
0x7ed8e5d7884ff0be732479a475acb82f229c9e35,0,,2,"0x6d744ff5cb5d6741c7c9887bd4bbfb815d743ccf, 0x6de126fe427b7556328038a400afa99b857760b7"
0x00f9b21bc8fd2b978b8f6253058223f891267610,0,,2,"0xfcbdc2443c21ed1279410a3ae8963789f09a7bf2, 0x8c5c3b13b832f46ed681dcd0e201d7cb1538e95b"
0x8d79d64953424c53606277949205f621775360b5,0,,3,"0x839c52cb18b02f2af31ad50070d6a9ea71afdf79, 0xe4b2acd9d84e29fba1939a76e15f4cb530cbb52c, 0xf2cdf0a92075ed6da179a2ad142021936673651b"
0x9e7e799a8af24e5ab6064c9d516037bfe6cc9b8d,0,,4,"0xabc1c404424bdf24c19a5cc5ef8f47781d18eb3e, 0x65ca30af89af5a048cc8b715101171fbca6452b5, 0xb67b88a25708a35ae7c2d736d398d268ce4f7f83, 0x0fa8051dbdbbcc32d602803d5f1de1e6f92a0bbd"
0xdb843c78e237a5290fc06ed496af218ed86d368f,0,,3,"0xca346d7550ad8796b757a9a9f00616d56474dd81, 0xf8dfac6cae56736fd2a05e45108490c6cb40147d, 0x9464e7d6dc5e8f34d162f3ca190d788f8ce8cc13"
0x4ff9a68a832398c6b013633bb5682595ebb7b92e,0,,5,"0xc505ec146a29274aa5f15c63f6760795aaf7a02c, 0x7924e133fddeddb32102f482b7b5d340f29b5c6b, 0x573cb869ecdee3063b7addaf26b83f7df8aae71b, 0xc2abf025ede7e9a9ece17d7b0bfd51c5a2a79172, 0xaea15ddacceacef757d3d79b613cd11c55d49bac"
0x2576f5ef8309dbb23c39be29d62273b4c917d783,0,,2,"0x616bfa404664a6280c66a8d3dcc5a010929b9b40, 0x2b789d8b08608302b108f8cb466e8b49db8525a3"
0x71437f747d0383f2ff9de608c105e23e1ff5f212,0,,4,"0xb0bef286a13457b963c710fa7765961d09a27c63, 0xef1ebecd5440b8e22136d2efea15ff4e7d62d541, 0x3bb831e1ae1b9abacb2e9626994483e0b3759c1c, 0x81609739f3299cdef524833924fc24d424044df8"
0x6afc49790db8382a890d5f03b8e0cab42ce1ed7b,0,,5,"0x26a511106f95e87492ed9fb7bdbc0e53722355eb, 0x925ab290d36cbd9761535faa95a623612721ff17, 0x4fa5c1edfb2bbc21d31d9cf3dc2faf5138f2d78c, 0xc585ddbf02254b3711dec711239e7241132b44a7, 0xa4ff5ce0556f9ff0797ae525ec5ba9b723878a3e"
0x0345b940fab0db7c79ef1e0bc2e2cd58b460f551,0,,2,"0x0f3d5562ca6084f7d59ce10dc5ab672257573de6, 0xb334247f37f4d9dcbf480c4f28fcc7376410a906"
0x6a3a52ff68f684a6d8402f450d52275f41246253,0,,2,"0xc71c2280b8802b52c957e356fa0b2d942f157ea5, 0xb33b80584a1c787dacac724c6933b537929ab0bc"
0x4e2af4f618360b66307a0cfed643f1f634d48eef,0,,4,"0x1fb181d0bae620c696ed0d2e2bbb532cb3f845b6, 0x42ebb2fd690bbfd4a8d818830b7e884b9b62f249, 0xe61cde6755f9d6ae7225b7990ae20aafc0af0336, 0x52061df3a6b667619727f618ad52aedeca325366"
0x21ef24ffb2116f44e7918a80cea4f52a2ea72b17,0,,2,"0x3f0a24a07b2d729a02640deb1d27cd00da72b799, 0x5bd4b6ab074ede76baa2aec49dcf9edb89a90dcf"
0xa50ad44e75c1b4c8e110b6a5b3d360c9b17c7130,0,,3,"0xfa9b1aa07f785e92ae0de2fca2128ed130bb0740, 0x88d50b466be55222019d71f9e8fae17f5f45fca1, 0x6f3a995e904c9be5279e375e79f3c30105efa618"
0xa24c2da4ab12d8192db7a8277d23bad7360196d0,0,,3,"0x52ffb515eceb5927dfec948dca10e5233db8f27f, 0xc26677571d41ff2cffc1775f259e54827a1e162b, 0x1779715743db83628e3cd5f2aeea3177ab415621"
0x9ce96895dd2f86bc48ad0e980eaab6238e597b8f,0,,2,"0x07789984763e91f064826dbeba1c9a47cb2d4ea2, 0x48d61f25a14874b13217694914f8bc51cc71f602"
0x94e7790129473fa55521b66fe94d4619b8bab1c0,0,,3,"0x73e5451bcf4f7c47946abe89c772f3e6576909c3, 0x8977b6c437cbb5bef6fe07cbac770f5984a7ea6c, 0x987f0b4407e5558699a9b8fc4dda23ff927689ee"
0x032bc21f0b3b50ad503dc5cd120211754a1bdd7b,0,,2,"0x8e21698b186c403e1bc40f0ce9da95b24ca73be5, 0x17805251625150bdd6f343bfd6a5aa9c6fd8bcc4"
0x502bd2529df24a36dfee57335791be0ee62f8c74,0,,3,"0x3f45d2d5feb6b4b000d2d3b84442eeddf54a735a, 0xab0975186c6c94b8f4cb088eeac91a7589869435, 0x79bddecb728afda275923998701bac34d277fb19"
0xb754d5461c1b5878bead04016ffe950d4b8712e9,0,,2,"0xf0ff1e6daeb276cee781fd6498f2eef5c66efc8e, 0x9176a610d56c72c57e3bce5bdcbf2b400dd63066"
0x4a1f526b803c82260fae14902cd7db22078df8b3,0,,3,"0x447c927451ff6e12cf1f189563a59de8050af36b, 0x8b4fca984eed63411929107950857950cab9c558, 0x98150dcb2c86b2e7fcd859e54ae8b627b385c28e"
0x7920b9a848fbdb9e64c1130cde7561aa3105981d,0,,2,"0x2ea1ea9419a126673d1bbfdfe82524ea9e6f848b, 0x32a3ee39aa653eddb69c1469c7d3619322599f27"
0xfd1e76ad40118a275d712d29f11dd460ae7a6695,0,,3,"0x2da4bb51e59d0b156b5e19bb3f8eff0279e1ffa2, 0xed245191c54dde17b2ecaa09373deba27800a574, 0xc8ad4c3cd4d71c4aac486ec9e5741dd270b7f5b0"
0x00a7ca00471d62dece1b52ab409b8307836072c3,0,,24,"0xdd04338f5c7219bc44fb754ea5904b01d649241f, 0xadfd49cd83f2a9f7bdc9204020a343ce6e9d72a3, 0x275056dbc285b311a6ccdf7c89c2d6980b58839b, 0xed8c98fbc6b5f92dafad21667a1a221260d547b3, 0x263c92c1f84150bd608ece563ee7642756fd00d4, 0x54c5a50f090e1f4c2cb732c35a52c8fccb213e70, 0xefe14cde6752b34693e368dba320f4f1897d0556, 0xe50b0cefeb80bdd9e3d03517976909765c96e962, 0x353230862ae8ab6ca5dde592654acd6cdec1c1b2, 0x828be8ea7bbbe246216e7017b35057f64cf6449a, 0x301a0501c08e347b062b3c928fd4d0155f367855, 0x9432f91bfc2335b0485aa4967d0acff3e34ae134, 0x42b03689fbaa9635edbc10ad1fdc7ea5feefbb70, 0x51489a328c9bdfcb67cce77c0d87be54b5f8d172, 0x69c9e34a64b6ba1e39fb15ffaefdc7e75524f600, 0xb09bd0cda4c4254acebc130ca17915b93519079c, 0xabcaea6f4099b1ed62169d39c26f808f948c86d6, 0x9d0a108fbb9b311e9976bc071d4469123659562f, 0x818ebdad12d3decefabe6ccb16f33c9bbfe1b30a, 0x2bf36e414c52a9fd81e21a0ab5742dce750389d3, 0x11838ece89439c4f0224bc7b9f76e07721d99f9e, 0x928989d4d0d71daaf86819ca69df620ebaaad407, 0x155e7e9ab193aa37c87d22f66002e3db64c9e0ce, 0x6b31a898f7e711b323a6212eac4ae250e0d6624f"
0x0128a5c9f5674551da69d879e342d45b05b4db6a,0,,2,"0x33b7a018934c6e90fd63189d7c4517f0f776142f, 0xfc2bf6440163760cf957d29ee79e76b8712715e9"
0xc3a83019431a92559f795ef0dfee1964dfc498d9,0,,2,"0xb8fbef1c1108505fa76df25fded7f74f0f01d9b0, 0x85b510683a35791fb189726a889c25a27e814ebc"
0x50107faf4e76c2cd07d65ec6ea0eea96c751334b,0,,3,"0x17d67ac402b014af1894c63379976b46930b1337, 0x9c3d5c5cfde9e7ebf579a9cfc22f55f03174475f, 0x240dfc8877158aa92ca12413a50207af17017cad"
0x51a7ad983ff99c8ac8dfd2c292c48faaa7b9f2c5,0,,2,"0x63b9abba99cfb2b650c06f5a24bcfcbdf27467fb, 0x992b4e3c40557ffddd482f47f646fee43ccdf038"
0xce807c6d75bcc4c6e196f2294754481bfeb80117,0,,2,"0x9b250383f532479085b3d24f50fa60103ee8e244, 0x8839aebac610f88522db2e17d9b867ee4b571bb2"
0x26a5ee1f601c47c820cf102ce0d16092d062379e,0,,3,"0xb4959bcc38f34ddb9cfd95d4935b18afd5bb4817, 0x0bb622a8c564bdc98e8f40f23e5077cd4a8699ea, 0xac355d24591c01ad44f8da36ec7629d275a2c6e1"
0xda4cb6fb7bab40cd3a388cdb348d408f2e2c53b4,0,,3,"0x9f99793f908c58a99f44025c45dd72f2f92fc469, 0x5651ad6511e243e4529fc9363cf88fffc7a2a669, 0xfea795702ac6c7e117d9148aff4dcc12f19e7d42"
0x4190fcc788fc9ad06622216237b389f14fe22403,0,,3,"0x52a31d995ae29a5d34bc573b3458971050637f39, 0x6fb5b740296f712e058222c64d40f3a759ee5b32, 0x39db2ab26f405916f0020ca12baa95e56fadf599"
0x550dc91c87edab2173cd71eb4046648fb7c183be,0,,2,"0x71115dac80958de94264a83cf0675061e6db6c5e, 0x658d9424da329087a60868957f9b1d1edd1d6f34"
0xb00346053be7f17ab320863b1b8db5c2e7ac4242,0,,2,"0x5162a13e4b2adf708878c71f2cad69525770601f, 0xe75ad3aab14e4b0df8c5da4286608dabb21bd864"
0xb8579b19da2108249d4391d73430abba665515ca,0,,5,"0x340c5a30af64ce1e7b6aab09bcc44d46d48c782d, 0x3178abbc96938f3c19ce6e9f4aed5be03d5e721e, 0x3b2501c8830184a659cb65bd1f02a2733310bf00, 0x8ab65829fb1b2f117fc0f593725f04d4f85d1a6f, 0xe46b5f1f3551bd3c6b29c38babc662b03d985c48"
0x2fe3fa35ad7c9a587906cc11adc8dbaf322920fa,0,,3,"0xca5088449b96c225801ced8e9efdcae1e0c92a3d, 0x336db6c1ead9cc4d5b0a33ac03c057e20640126a, 0x14a3f4795076c0ae67c2aa9efc10e58427a00dff"
0x77e42674e1cc459dd116bcab3d3be01409481f9d,0,,2,"0xf7a6e15dfd5cdd9ef12711bd757a9b6021abf643, 0x79a198b2355ca2aef695d8a4987582e093911ebb"
0x72b485634df6f90a7683beed4ee892299cf6d1a9,0,,5,"0x53acdca2213bec8140e2618dfb6bc71a2a2c7080, 0x43bf208fc4a395f5b0aac4d5c0a7528567b33e3b, 0xe89dab11175b1f66571f4c25153464d55dcf864a, 0xd2943044a142895fe07650c3bcd70bd2e17885d9, 0x5783af06b94192a3f5f6610ecef477d033b70c74"
0x3bb62bada8f9921dcf0b1be5d2c972d69c064d84,0,,4,"0x30d74165dde6fe5b4c03eecdab34dc4d518d14fa, 0x3bd60d6df851bfd1281d304eae048c6b723f05ad, 0x11f3f41b623f013566231392896308fc336ded25, 0xc19d40a3659520c11fba9d37599cd945eb6f9fad"
0x513133a93db9ae0759e7a60115368312f2d69814,0,,2,"0xb697a802a93c9ef958ec93ddf4d5800c5a01f7d4, 0x804127525ba898fdca0f5fea9cee4ea2988d3ea7"
