col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8
34.9900016784668,47.31999969482422,31.389999389648438,0.0,24.450000762939453,0.0,0.0,76.7699966430664
34.9900016784668,47.31999969482422,31.389999389648438,0.0,24.450000762939453,0.0,0.0,76.7699966430664
29.8700008392334,40.45000076293945,26.700000762939453,0.0,20.739999771118164,0.0,0.0,65.58000183105469
19.6299991607666,26.709999084472656,17.309999465942383,0.0,13.319999694824219,0.0,0.0,43.220001220703125
7.559999942779541,10.520000457763672,6.239999771118164,0.0,4.570000171661377,0.0,0.0,16.860000610351562
35.36000061035156,47.810001373291016,31.719999313354492,0.0,24.709999084472656,0.0,0.0,77.55999755859375
31.700000762939453,42.900001525878906,28.3700008392334,0.0,22.059999465942383,0.0,0.0,69.58000183105469
34.9900016784668,47.31999969482422,31.389999389648438,0.0,24.450000762939453,0.0,0.0,76.7699966430664
34.9900016784668,47.31999969482422,31.389999389648438,0.0,24.450000762939453,0.0,0.0,76.7699966430664
3.5299999713897705,5.130000114440918,2.549999952316284,0.0,1.649999976158142,0.0,0.0,8.069999694824219
34.9900016784668,47.31999969482422,31.389999389648438,0.0,24.450000762939453,0.0,0.0,76.7699966430664
19.260000228881836,26.219999313354492,16.969999313354492,0.0,13.050000190734863,0.0,0.0,42.41999816894531
1.340000033378601,2.180000066757202,0.5400000214576721,0.0,0.05999999865889549,0.0,0.0,3.2799999713897705
36.09000015258789,48.790000915527344,32.400001525878906,0.0,25.239999771118164,0.0,0.0,79.16000366210938
47.060001373291016,63.5099983215332,42.45000076293945,0.0,33.20000076293945,0.0,0.0,103.12999725341797
7.190000057220459,10.029999732971191,5.909999847412109,0.0,4.300000190734863,0.0,0.0,16.059999465942383
35.36000061035156,47.810001373291016,31.719999313354492,0.0,24.709999084472656,0.0,0.0,77.55999755859375
31.700000762939453,42.900001525878906,28.3700008392334,0.0,22.059999465942383,0.0,0.0,69.58000183105469
46.70000076293945,63.02000045776367,42.119998931884766,0.0,32.93000030517578,0.0,0.0,102.33000183105469
36.09000015258789,48.790000915527344,32.400001525878906,0.0,25.239999771118164,0.0,0.0,79.16000366210938
7.190000057220459,10.029999732971191,5.909999847412109,0.0,4.300000190734863,0.0,0.0,16.059999465942383
35.36000061035156,47.810001373291016,31.719999313354492,0.0,24.709999084472656,0.0,0.0,77.55999755859375
31.700000762939453,42.900001525878906,28.3700008392334,0.0,22.059999465942383,0.0,0.0,69.58000183105469
46.70000076293945,63.02000045776367,42.119998931884766,0.0,32.93000030517578,0.0,0.0,102.33000183105469
36.09000015258789,48.790000915527344,32.400001525878906,0.0,25.239999771118164,0.0,0.0,79.16000366210938
7.190000057220459,10.029999732971191,5.909999847412109,0.0,4.300000190734863,0.0,0.0,16.059999465942383
35.36000061035156,47.810001373291016,31.719999313354492,0.0,24.709999084472656,0.0,0.0,77.55999755859375
31.700000762939453,42.900001525878906,28.3700008392334,0.0,22.059999465942383,0.0,0.0,69.58000183105469
46.70000076293945,63.02000045776367,42.119998931884766,0.0,32.93000030517578,0.0,0.0,102.33000183105469
36.09000015258789,48.790000915527344,32.400001525878906,0.0,25.239999771118164,0.0,0.0,79.16000366210938
7.190000057220459,10.029999732971191,5.909999847412109,0.0,4.300000190734863,0.0,0.0,16.059999465942383
35.36000061035156,47.810001373291016,31.719999313354492,0.0,24.709999084472656,0.0,0.0,77.55999755859375
