col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8
0.0,0.0,0.0,64.04000091552734,0.0,11.170000076293945,0.0,91.58999633789062
0.0,0.0,0.0,64.04000091552734,0.0,11.170000076293945,0.0,91.58999633789062
0.0,0.0,0.0,54.599998474121094,0.0,9.430000305175781,0.0,78.37999725341797
0.0,0.0,0.0,35.720001220703125,0.0,5.949999809265137,0.0,51.95000076293945
0.0,0.0,0.0,13.470000267028809,0.0,1.8600000143051147,0.0,20.809999465942383
0.0,0.0,0.0,64.70999908447266,0.0,11.289999961853027,0.0,92.52999877929688
0.0,0.0,0.0,57.970001220703125,0.0,10.050000190734863,0.0,83.0999984741211
0.0,0.0,0.0,64.04000091552734,0.0,11.170000076293945,0.0,91.58999633789062
0.0,0.0,0.0,64.04000091552734,0.0,11.170000076293945,0.0,91.58999633789062
0.0,0.0,0.0,6.050000190734863,0.0,0.49000000953674316,0.0,10.430000305175781
0.0,0.0,0.0,64.04000091552734,0.0,11.170000076293945,0.0,91.58999633789062
0.0,0.0,0.0,35.04999923706055,0.0,5.829999923706055,0.0,51.0099983215332
0.0,0.0,0.0,2.009999990463257,0.0,0.0,0.0,4.760000228881836
0.0,0.0,0.0,66.05999755859375,0.0,11.539999961853027,0.0,94.41999816894531
0.0,0.0,0.0,86.29000091552734,0.0,15.260000228881836,0.0,122.7300033569336
0.0,0.0,0.0,12.800000190734863,0.0,1.7300000190734863,0.0,19.860000610351562
0.0,0.0,0.0,64.70999908447266,0.0,11.289999961853027,0.0,92.52999877929688
0.0,0.0,0.0,57.970001220703125,0.0,10.050000190734863,0.0,83.0999984741211
0.0,0.0,0.0,85.61000061035156,0.0,15.140000343322754,0.0,121.79000091552734
0.0,0.0,0.0,66.05999755859375,0.0,11.539999961853027,0.0,94.41999816894531
0.0,0.0,0.0,12.800000190734863,0.0,1.7300000190734863,0.0,19.860000610351562
0.0,0.0,0.0,64.70999908447266,0.0,11.289999961853027,0.0,92.52999877929688
0.0,0.0,0.0,57.970001220703125,0.0,10.050000190734863,0.0,83.0999984741211
0.0,0.0,0.0,85.61000061035156,0.0,15.140000343322754,0.0,121.79000091552734
0.0,0.0,0.0,66.05999755859375,0.0,11.539999961853027,0.0,94.41999816894531
0.0,0.0,0.0,12.800000190734863,0.0,1.7300000190734863,0.0,19.860000610351562
0.0,0.0,0.0,64.70999908447266,0.0,11.289999961853027,0.0,92.52999877929688
0.0,0.0,0.0,57.970001220703125,0.0,10.050000190734863,0.0,83.0999984741211
0.0,0.0,0.0,85.61000061035156,0.0,15.140000343322754,0.0,121.79000091552734
0.0,0.0,0.0,66.05999755859375,0.0,11.539999961853027,0.0,94.41999816894531
0.0,0.0,0.0,12.800000190734863,0.0,1.7300000190734863,0.0,19.860000610351562
0.0,0.0,0.0,64.70999908447266,0.0,11.289999961853027,0.0,92.52999877929688
0.0,0.0,0.0,57.970001220703125,0.0,10.050000190734863,0.0,83.0999984741211
0.0,0.0,0.0,85.61000061035156,0.0,15.140000343322754,0.0,121.79000091552734
0.0,0.0,0.0,66.05999755859375,0.0,11.539999961853027,0.0,94.41999816894531
0.0,0.0,0.0,12.800000190734863,0.0,1.7300000190734863,0.0,19.860000610351562
0.0,0.0,0.0,64.70999908447266,0.0,11.289999961853027,0.0,92.52999877929688
0.0,0.0,0.0,57.970001220703125,0.0,10.050000190734863,0.0,83.0999984741211
0.0,0.0,0.0,85.61000061035156,0.0,15.140000343322754,0.0,121.79000091552734
0.0,0.0,0.0,66.05999755859375,0.0,11.539999961853027,0.0,94.41999816894531
0.0,0.0,0.0,12.800000190734863,0.0,1.7300000190734863,0.0,19.860000610351562
0.0,0.0,0.0,64.70999908447266,0.0,11.289999961853027,0.0,92.52999877929688
0.0,0.0,0.0,57.970001220703125,0.0,10.050000190734863,0.0,83.0999984741211
0.0,0.0,0.0,85.61000061035156,0.0,15.140000343322754,0.0,121.79000091552734
0.0,0.0,0.0,66.05999755859375,0.0,11.539999961853027,0.0,94.41999816894531
0.0,0.0,0.0,12.800000190734863,0.0,1.7300000190734863,0.0,19.860000610351562
0.0,0.0,0.0,64.70999908447266,0.0,11.289999961853027,0.0,92.52999877929688
0.0,0.0,0.0,57.970001220703125,0.0,10.050000190734863,0.0,83.0999984741211
0.0,0.0,0.0,85.61000061035156,0.0,15.140000343322754,0.0,121.79000091552734
0.0,0.0,0.0,66.05999755859375,0.0,11.539999961853027,0.0,94.41999816894531
0.0,0.0,0.0,12.800000190734863,0.0,1.7300000190734863,0.0,19.860000610351562
0.0,0.0,0.0,64.70999908447266,0.0,11.289999961853027,0.0,92.52999877929688
0.0,0.0,0.0,57.970001220703125,0.0,10.050000190734863,0.0,83.0999984741211
0.0,0.0,0.0,85.61000061035156,0.0,15.140000343322754,0.0,121.79000091552734
0.0,0.0,0.0,66.05999755859375,0.0,11.539999961853027,0.0,94.41999816894531
0.0,0.0,0.0,12.800000190734863,0.0,1.7300000190734863,0.0,19.860000610351562
0.0,0.0,0.0,64.70999908447266,0.0,11.289999961853027,0.0,92.52999877929688
0.0,0.0,0.0,57.970001220703125,0.0,10.050000190734863,0.0,83.0999984741211
0.0,0.0,0.0,85.61000061035156,0.0,15.140000343322754,0.0,121.79000091552734
0.0,0.0,0.0,66.05999755859375,0.0,11.539999961853027,0.0,94.41999816894531
0.0,0.0,0.0,12.800000190734863,0.0,1.7300000190734863,0.0,19.860000610351562
0.0,0.0,0.0,64.70999908447266,0.0,11.289999961853027,0.0,92.52999877929688
0.0,0.0,0.0,57.970001220703125,0.0,10.050000190734863,0.0,83.0999984741211
0.0,0.0,0.0,85.61000061035156,0.0,15.140000343322754,0.0,121.79000091552734
0.0,0.0,0.0,66.05999755859375,0.0,11.539999961853027,0.0,94.41999816894531
0.0,0.0,0.0,12.800000190734863,0.0,1.7300000190734863,0.0,19.860000610351562
0.0,0.0,0.0,64.70999908447266,0.0,11.289999961853027,0.0,92.52999877929688
0.0,0.0,0.0,57.970001220703125,0.0,10.050000190734863,0.0,83.0999984741211
0.0,0.0,0.0,85.61000061035156,0.0,15.140000343322754,0.0,121.79000091552734
0.0,0.0,0.0,66.05999755859375,0.0,11.539999961853027,0.0,94.41999816894531
0.0,0.0,0.0,12.800000190734863,0.0,1.7300000190734863,0.0,19.860000610351562
0.0,0.0,0.0,64.70999908447266,0.0,11.289999961853027,0.0,92.52999877929688
0.0,0.0,0.0,57.970001220703125,0.0,10.050000190734863,0.0,83.0999984741211
0.0,0.0,0.0,85.61000061035156,0.0,15.140000343322754,0.0,121.79000091552734
0.0,0.0,0.0,66.05999755859375,0.0,11.539999961853027,0.0,94.41999816894531
0.0,0.0,0.0,12.800000190734863,0.0,1.7300000190734863,0.0,19.860000610351562
0.0,0.0,0.0,64.70999908447266,0.0,11.289999961853027,0.0,92.52999877929688
0.0,0.0,0.0,57.970001220703125,0.0,10.050000190734863,0.0,83.0999984741211
0.0,0.0,0.0,85.61000061035156,0.0,15.140000343322754,0.0,121.79000091552734
0.0,0.0,0.0,66.05999755859375,0.0,11.539999961853027,0.0,94.41999816894531
0.0,0.0,0.0,12.800000190734863,0.0,1.7300000190734863,0.0,19.860000610351562
0.0,0.0,0.0,64.70999908447266,0.0,11.289999961853027,0.0,92.52999877929688
0.0,0.0,0.0,57.970001220703125,0.0,10.050000190734863,0.0,83.0999984741211
0.0,0.0,0.0,85.61000061035156,0.0,15.140000343322754,0.0,121.79000091552734
0.0,0.0,0.0,66.05999755859375,0.0,11.539999961853027,0.0,94.41999816894531
0.0,0.0,0.0,12.800000190734863,0.0,1.7300000190734863,0.0,19.860000610351562
0.0,0.0,0.0,64.70999908447266,0.0,11.289999961853027,0.0,92.52999877929688
0.0,0.0,0.0,57.970001220703125,0.0,10.050000190734863,0.0,83.0999984741211
0.0,0.0,0.0,85.61000061035156,0.0,15.140000343322754,0.0,121.79000091552734
0.0,0.0,0.0,66.05999755859375,0.0,11.539999961853027,0.0,94.41999816894531
0.0,0.0,0.0,12.800000190734863,0.0,1.7300000190734863,0.0,19.860000610351562
0.0,0.0,0.0,64.70999908447266,0.0,11.289999961853027,0.0,92.52999877929688
0.0,0.0,0.0,57.970001220703125,0.0,10.050000190734863,0.0,83.0999984741211
0.0,0.0,0.0,60.66999816894531,0.0,10.550000190734863,0.0,86.87000274658203
0.0,0.0,0.0,64.70999908447266,0.0,11.289999961853027,0.0,92.52999877929688
0.0,0.0,0.0,64.70999908447266,0.0,11.289999961853027,0.0,92.52999877929688
0.0,0.0,0.0,64.04000091552734,0.0,11.170000076293945,0.0,91.58999633789062
0.0,0.0,0.0,64.70999908447266,0.0,11.289999961853027,0.0,92.52999877929688
0.0,0.0,0.0,57.290000915527344,0.0,9.930000305175781,0.0,82.1500015258789
0.0,0.0,0.0,60.66999816894531,0.0,10.550000190734863,0.0,86.87000274658203
0.0,0.0,0.0,64.70999908447266,0.0,11.289999961853027,0.0,92.52999877929688
0.0,0.0,0.0,64.04000091552734,0.0,11.170000076293945,0.0,91.58999633789062
0.0,0.0,0.0,35.04999923706055,0.0,5.829999923706055,0.0,51.0099983215332
0.0,0.0,0.0,60.66999816894531,0.0,10.550000190734863,0.0,86.87000274658203
0.0,0.0,0.0,64.04000091552734,0.0,11.170000076293945,0.0,91.58999633789062
0.0,0.0,0.0,64.04000091552734,0.0,11.170000076293945,0.0,91.58999633789062
0.0,0.0,0.0,64.04000091552734,0.0,11.170000076293945,0.0,91.58999633789062
0.0,0.0,0.0,64.04000091552734,0.0,11.170000076293945,0.0,91.58999633789062
0.0,0.0,0.0,53.25,0.0,9.180000305175781,0.0,76.48999786376953
0.0,0.0,0.0,55.95000076293945,0.0,9.680000305175781,0.0,80.26000213623047
0.0,0.0,0.0,64.04000091552734,0.0,11.170000076293945,0.0,91.58999633789062
0.0,0.0,0.0,12.800000190734863,0.0,1.7300000190734863,0.0,19.860000610351562
0.0,0.0,0.0,13.470000267028809,0.0,1.8600000143051147,0.0,20.809999465942383
0.0,0.0,0.0,64.70999908447266,0.0,11.289999961853027,0.0,92.52999877929688
0.0,0.0,0.0,57.970001220703125,0.0,10.050000190734863,0.0,83.0999984741211
0.0,0.0,0.0,64.70999908447266,0.0,11.289999961853027,0.0,92.52999877929688
0.0,0.0,0.0,57.290000915527344,0.0,9.930000305175781,0.0,82.1500015258789
0.0,0.0,0.0,60.66999816894531,0.0,10.550000190734863,0.0,86.87000274658203
0.0,0.0,0.0,64.70999908447266,0.0,11.289999961853027,0.0,92.52999877929688
0.0,0.0,0.0,64.04000091552734,0.0,11.170000076293945,0.0,91.58999633789062
0.0,0.0,0.0,35.04999923706055,0.0,5.829999923706055,0.0,51.0099983215332
0.0,0.0,0.0,60.66999816894531,0.0,10.550000190734863,0.0,86.87000274658203
0.0,0.0,0.0,64.04000091552734,0.0,11.170000076293945,0.0,91.58999633789062
0.0,0.0,0.0,64.04000091552734,0.0,11.170000076293945,0.0,91.58999633789062
0.0,0.0,0.0,64.04000091552734,0.0,11.170000076293945,0.0,91.58999633789062
0.0,0.0,0.0,64.04000091552734,0.0,11.170000076293945,0.0,91.58999633789062
0.0,0.0,0.0,64.04000091552734,0.0,11.170000076293945,0.0,91.58999633789062
0.0,0.0,0.0,96.4000015258789,0.0,17.1299991607666,0.0,136.88999938964844
0.0,0.0,0.0,55.95000076293945,0.0,9.680000305175781,0.0,80.26000213623047
0.0,0.0,0.0,96.4000015258789,0.0,17.1299991607666,0.0,136.88999938964844
0.0,0.0,0.0,64.70999908447266,0.0,11.289999961853027,0.0,92.52999877929688
0.0,0.0,0.0,6.050000190734863,0.0,0.49000000953674316,0.0,10.430000305175781
0.0,0.0,0.0,96.4000015258789,0.0,17.1299991607666,0.0,136.88999938964844
0.0,0.0,0.0,2.009999990463257,0.0,0.0,0.0,4.760000228881836
0.0,0.0,0.0,64.04000091552734,0.0,11.170000076293945,0.0,91.58999633789062
0.0,0.0,0.0,14.149999618530273,0.0,1.9800000190734863,0.0,21.75
0.0,0.0,0.0,13.470000267028809,0.0,1.8600000143051147,0.0,20.809999465942383
0.0,0.0,0.0,13.470000267028809,0.0,1.8600000143051147,0.0,20.809999465942383
0.0,0.0,0.0,64.70999908447266,0.0,11.289999961853027,0.0,92.52999877929688
0.0,0.0,0.0,57.970001220703125,0.0,10.050000190734863,0.0,83.0999984741211
0.0,0.0,0.0,64.70999908447266,0.0,11.289999961853027,0.0,92.52999877929688
0.0,0.0,0.0,57.290000915527344,0.0,9.930000305175781,0.0,82.1500015258789
0.0,0.0,0.0,60.66999816894531,0.0,10.550000190734863,0.0,86.87000274658203
0.0,0.0,0.0,64.70999908447266,0.0,11.289999961853027,0.0,92.52999877929688
0.0,0.0,0.0,64.04000091552734,0.0,11.170000076293945,0.0,91.58999633789062
0.0,0.0,0.0,85.61000061035156,0.0,15.140000343322754,0.0,121.79000091552734
0.0,0.0,0.0,53.91999816894531,0.0,9.300000190734863,0.0,77.43000030517578
0.0,0.0,0.0,85.61000061035156,0.0,15.140000343322754,0.0,121.79000091552734
0.0,0.0,0.0,86.95999908447266,0.0,15.390000343322754,0.0,123.68000030517578
0.0,0.0,0.029999999329447746,0.0,0.10000000149011612,0.0,0.0,1.9299999475479126
0.0,0.0,0.0,96.4000015258789,0.0,17.1299991607666,0.0,136.88999938964844
0.0,0.0,0.0,97.06999969482422,0.0,17.25,0.0,137.8300018310547
0.0,0.0,0.0,54.599998474121094,0.0,9.430000305175781,0.0,78.37999725341797
0.0,0.0,0.0,64.04000091552734,0.0,11.170000076293945,0.0,91.58999633789062
0.0,0.0,0.0,86.29000091552734,0.0,15.260000228881836,0.0,122.7300033569336
0.0,0.0,0.0,54.599998474121094,0.0,9.430000305175781,0.0,78.37999725341797
0.0,0.0,0.0,84.94000244140625,0.0,15.020000457763672,0.0,120.8499984741211
0.0,0.0,0.0,64.04000091552734,0.0,11.170000076293945,0.0,91.58999633789062
0.0,0.0,0.0,86.95999908447266,0.0,15.390000343322754,0.0,123.68000030517578
0.0,0.0,0.029999999329447746,0.0,0.10000000149011612,0.0,0.0,1.9299999475479126
0.0,0.0,0.0,54.599998474121094,0.0,9.430000305175781,0.0,78.37999725341797
0.0,0.0,0.0,86.29000091552734,0.0,15.260000228881836,0.0,122.7300033569336
0.0,0.0,0.0,57.290000915527344,0.0,9.930000305175781,0.0,82.1500015258789
0.0,0.0,0.0,60.66999816894531,0.0,10.550000190734863,0.0,86.87000274658203
0.0,0.0,0.0,64.70999908447266,0.0,11.289999961853027,0.0,92.52999877929688
0.0,0.0,0.0,64.04000091552734,0.0,11.170000076293945,0.0,91.58999633789062
0.0,0.0,0.0,64.04000091552734,0.0,11.170000076293945,0.0,91.58999633789062
0.0,0.0,0.0,64.04000091552734,0.0,11.170000076293945,0.0,91.58999633789062
0.0,0.0,0.0,64.04000091552734,0.0,11.170000076293945,0.0,91.58999633789062
0.0,0.0,0.0,64.04000091552734,0.0,11.170000076293945,0.0,91.58999633789062
0.0,0.0,0.0,34.369998931884766,0.0,5.699999809265137,0.0,50.060001373291016
0.0,0.0,0.0,10.770000457763672,0.0,1.3600000143051147,0.0,17.030000686645508
0.0,0.0,0.0,13.470000267028809,0.0,1.8600000143051147,0.0,20.809999465942383
0.0,0.0,0.0,64.70999908447266,0.0,11.289999961853027,0.0,92.52999877929688
0.0,0.0,0.0,57.970001220703125,0.0,10.050000190734863,0.0,83.0999984741211
0.0,0.0,0.0,64.70999908447266,0.0,11.289999961853027,0.0,92.52999877929688
0.0,0.0,0.0,57.290000915527344,0.0,9.930000305175781,0.0,82.1500015258789
0.0,0.0,0.0,60.66999816894531,0.0,10.550000190734863,0.0,86.87000274658203
0.0,0.0,0.0,64.70999908447266,0.0,11.289999961853027,0.0,92.52999877929688
0.0,0.0,0.0,64.04000091552734,0.0,11.170000076293945,0.0,91.58999633789062
0.0,0.0,0.0,55.95000076293945,0.0,9.680000305175781,0.0,80.26000213623047
0.0,0.0,0.0,86.29000091552734,0.0,15.260000228881836,0.0,122.7300033569336
0.0,0.0,0.0,57.290000915527344,0.0,9.930000305175781,0.0,82.1500015258789
